user_input,reference_contexts,reference,synthesizer_name
"What are the steps to purchase products online at FPT Shop, and how does the F.Friends policy affect the purchasing process?","['57bec0db-9dc4-4554-b1b0-8b2e94f4474d\n\nCâu hỏi: Làm thế nào để được mua hàng theo chính sách F.Friends?\nCâu trả lời: Để được mua hàng và hưởng quyền lợi theo chính sách mua hàng F.Friends, Quý khách hàng phải là hội viên. Điều kiện tiếp theo là bạn đã ký hợp đồng chính thức với doanh nghiệp đã tham gia chương trình F.Friends hay chưa.', ""29ee218d-f6d0-448b-ac13-dfbf6fbb1abc\n\nCâu hỏi: Làm thế nào để mua hàng và thanh toán online tại FPT Shop?\nCâu trả lời: Bước 1: Tại giao diện trang chủ của FPT Shop (https://fptshop.com.vn/)\nQuý khách gõ vào thanh tìm kiếm tên sản phẩm mà mình quan tâm. Ví dụ Quý khách đang muốn mua sản phẩm iPhone, sau khi gõ hệ thống sẽ truy xuất ra các sản phẩm liên quan tới từ khóa mà Quý khách muốn tìm.\nBước 2: Bây giờ Quý khách hãy click chọn sản phẩm mà mình muốn tham khảo. Ví dụ Quý khách chọn sản phẩm iPhone 15, sau khi click chọn sẽ hiển thị trang chi tiết sản phẩm. Quý khách có thể xem các thông số thuộc tính cũng như bài viết đánh giá về sản phẩm phía bên dưới trang web.\nBước 3: Sau khi đã chọn được sản phẩm phù hợp, Quý khách vui lòng click vào nút 'MUA NGAY'. Sau đó Quý khách có thể thấy được giỏ hàng của mình đang gồm những sản phẩm đã chọn mua.\nBước 4: Quý khách kiểm tra thông tin sản phẩm đã chọn, sau đó điền thông tin đặt hàng.\nQuý khách lựa chọn hình thức giao hàng mong muốn: Giao hàng tận nơi/Nhận tại cửa hàng và điền form thông tin khách hàng bao gồm: 'Anh/Chị', 'Họ và tên', 'Số điện thoại', 'Email'. Trường 'Email' Quý khách có thể bỏ qua nếu không muốn.\n    - Đối với phương án giao hàng tận nơi: Quý khách điền thông tin địa chỉ nhận hàng và thời gian giao hàng.\n    - Đối với phương án nhận tại cửa hàng: Quý khách chọn tỉnh, huyện mong muốn và chọn cửa hàng phù hợp trong danh sách kết quả.\nBước 5: Thanh Toán.\nQuý khách có thể lựa chọn hình thức thanh toán bằng tiền mặt khi nhận hàng, trả góp qua nhà tài chính hoặc qua thẻ ATM và thẻ tín dụng hoặc theo chương trình bạn đồng hành F.Friends.\nNếu Quý khách chọn hình thức thanh toán tiền mặt khi nhận hàng, vui lòng bấm nút 'Đặt hàng' để hoàn tất.\nVậy là Quý khách đã hoàn tất việc đặt hàng và thanh toán, tư vấn viên của FPT Shop sẽ gọi điện để xác nhận đơn hàng trong thời gian sớm nhất, đồng thời giải đáp các thắc mắc liên quan nếu khách hàng có nhu cầu.""]","To purchase products online at FPT Shop, follow these steps: 

1. Visit the FPT Shop homepage (https://fptshop.com.vn/) and enter the product name you are interested in the search bar. For example, if you want to buy an iPhone, the system will retrieve related products based on your search keyword. 

2. Click on the product you wish to view. For instance, if you select the iPhone 15, the detailed product page will display, allowing you to see specifications and reviews. 

3. After selecting the desired product, click the 'MUA NGAY' (Buy Now) button. You will see your shopping cart with the selected items. 

4. Check the product information and fill in the order details. Choose your preferred delivery method: home delivery or in-store pickup, and complete the customer information form, including 'Mr./Ms.', 'Full Name', 'Phone Number', and 'Email' (the 'Email' field is optional). 
   - For home delivery, provide the delivery address and preferred delivery time. 
   - For in-store pickup, select the province and district, then choose a suitable store from the results. 

5. Proceed to payment. You can choose to pay by cash on delivery, installment through a financial partner, or via ATM and credit cards, including the F.Friends program. If you opt for cash on delivery, click 'Đặt hàng' (Place Order) to complete your order. 

Once your order is placed, an FPT Shop consultant will call to confirm your order and address any questions you may have. 

To benefit from the F.Friends policy, customers must be members and have signed a formal contract with a participating business in the F.Friends program.",multi_hop_specific_query_synthesizer
Làm thế nào để mua hàng F.Friends?,"['57bec0db-9dc4-4554-b1b0-8b2e94f4474d\n\nCâu hỏi: Làm thế nào để được mua hàng theo chính sách F.Friends?\nCâu trả lời: Để được mua hàng và hưởng quyền lợi theo chính sách mua hàng F.Friends, Quý khách hàng phải là hội viên. Điều kiện tiếp theo là bạn đã ký hợp đồng chính thức với doanh nghiệp đã tham gia chương trình F.Friends hay chưa.', ""29ee218d-f6d0-448b-ac13-dfbf6fbb1abc\n\nCâu hỏi: Làm thế nào để mua hàng và thanh toán online tại FPT Shop?\nCâu trả lời: Bước 1: Tại giao diện trang chủ của FPT Shop (https://fptshop.com.vn/)\nQuý khách gõ vào thanh tìm kiếm tên sản phẩm mà mình quan tâm. Ví dụ Quý khách đang muốn mua sản phẩm iPhone, sau khi gõ hệ thống sẽ truy xuất ra các sản phẩm liên quan tới từ khóa mà Quý khách muốn tìm.\nBước 2: Bây giờ Quý khách hãy click chọn sản phẩm mà mình muốn tham khảo. Ví dụ Quý khách chọn sản phẩm iPhone 15, sau khi click chọn sẽ hiển thị trang chi tiết sản phẩm. Quý khách có thể xem các thông số thuộc tính cũng như bài viết đánh giá về sản phẩm phía bên dưới trang web.\nBước 3: Sau khi đã chọn được sản phẩm phù hợp, Quý khách vui lòng click vào nút 'MUA NGAY'. Sau đó Quý khách có thể thấy được giỏ hàng của mình đang gồm những sản phẩm đã chọn mua.\nBước 4: Quý khách kiểm tra thông tin sản phẩm đã chọn, sau đó điền thông tin đặt hàng.\nQuý khách lựa chọn hình thức giao hàng mong muốn: Giao hàng tận nơi/Nhận tại cửa hàng và điền form thông tin khách hàng bao gồm: 'Anh/Chị', 'Họ và tên', 'Số điện thoại', 'Email'. Trường 'Email' Quý khách có thể bỏ qua nếu không muốn.\n    - Đối với phương án giao hàng tận nơi: Quý khách điền thông tin địa chỉ nhận hàng và thời gian giao hàng.\n    - Đối với phương án nhận tại cửa hàng: Quý khách chọn tỉnh, huyện mong muốn và chọn cửa hàng phù hợp trong danh sách kết quả.\nBước 5: Thanh Toán.\nQuý khách có thể lựa chọn hình thức thanh toán bằng tiền mặt khi nhận hàng, trả góp qua nhà tài chính hoặc qua thẻ ATM và thẻ tín dụng hoặc theo chương trình bạn đồng hành F.Friends.\nNếu Quý khách chọn hình thức thanh toán tiền mặt khi nhận hàng, vui lòng bấm nút 'Đặt hàng' để hoàn tất.\nVậy là Quý khách đã hoàn tất việc đặt hàng và thanh toán, tư vấn viên của FPT Shop sẽ gọi điện để xác nhận đơn hàng trong thời gian sớm nhất, đồng thời giải đáp các thắc mắc liên quan nếu khách hàng có nhu cầu.""]","Để được mua hàng và hưởng quyền lợi theo chính sách mua hàng F.Friends, Quý khách hàng phải là hội viên. Điều kiện tiếp theo là bạn đã ký hợp đồng chính thức với doanh nghiệp đã tham gia chương trình F.Friends hay chưa.",multi_hop_specific_query_synthesizer
Làm sao mà tôi có thể mua hàng theo chính sách F.Friends và có những điều kiện gì cần phải đáp ứng để mà được hưởng quyền lợi từ chương trình này?,"['57bec0db-9dc4-4554-b1b0-8b2e94f4474d\n\nCâu hỏi: Làm thế nào để được mua hàng theo chính sách F.Friends?\nCâu trả lời: Để được mua hàng và hưởng quyền lợi theo chính sách mua hàng F.Friends, Quý khách hàng phải là hội viên. Điều kiện tiếp theo là bạn đã ký hợp đồng chính thức với doanh nghiệp đã tham gia chương trình F.Friends hay chưa.', ""29ee218d-f6d0-448b-ac13-dfbf6fbb1abc\n\nCâu hỏi: Làm thế nào để mua hàng và thanh toán online tại FPT Shop?\nCâu trả lời: Bước 1: Tại giao diện trang chủ của FPT Shop (https://fptshop.com.vn/)\nQuý khách gõ vào thanh tìm kiếm tên sản phẩm mà mình quan tâm. Ví dụ Quý khách đang muốn mua sản phẩm iPhone, sau khi gõ hệ thống sẽ truy xuất ra các sản phẩm liên quan tới từ khóa mà Quý khách muốn tìm.\nBước 2: Bây giờ Quý khách hãy click chọn sản phẩm mà mình muốn tham khảo. Ví dụ Quý khách chọn sản phẩm iPhone 15, sau khi click chọn sẽ hiển thị trang chi tiết sản phẩm. Quý khách có thể xem các thông số thuộc tính cũng như bài viết đánh giá về sản phẩm phía bên dưới trang web.\nBước 3: Sau khi đã chọn được sản phẩm phù hợp, Quý khách vui lòng click vào nút 'MUA NGAY'. Sau đó Quý khách có thể thấy được giỏ hàng của mình đang gồm những sản phẩm đã chọn mua.\nBước 4: Quý khách kiểm tra thông tin sản phẩm đã chọn, sau đó điền thông tin đặt hàng.\nQuý khách lựa chọn hình thức giao hàng mong muốn: Giao hàng tận nơi/Nhận tại cửa hàng và điền form thông tin khách hàng bao gồm: 'Anh/Chị', 'Họ và tên', 'Số điện thoại', 'Email'. Trường 'Email' Quý khách có thể bỏ qua nếu không muốn.\n    - Đối với phương án giao hàng tận nơi: Quý khách điền thông tin địa chỉ nhận hàng và thời gian giao hàng.\n    - Đối với phương án nhận tại cửa hàng: Quý khách chọn tỉnh, huyện mong muốn và chọn cửa hàng phù hợp trong danh sách kết quả.\nBước 5: Thanh Toán.\nQuý khách có thể lựa chọn hình thức thanh toán bằng tiền mặt khi nhận hàng, trả góp qua nhà tài chính hoặc qua thẻ ATM và thẻ tín dụng hoặc theo chương trình bạn đồng hành F.Friends.\nNếu Quý khách chọn hình thức thanh toán tiền mặt khi nhận hàng, vui lòng bấm nút 'Đặt hàng' để hoàn tất.\nVậy là Quý khách đã hoàn tất việc đặt hàng và thanh toán, tư vấn viên của FPT Shop sẽ gọi điện để xác nhận đơn hàng trong thời gian sớm nhất, đồng thời giải đáp các thắc mắc liên quan nếu khách hàng có nhu cầu.""]","Để được mua hàng và hưởng quyền lợi theo chính sách mua hàng F.Friends, Quý khách hàng phải là hội viên. Điều kiện tiếp theo là bạn đã ký hợp đồng chính thức với doanh nghiệp đã tham gia chương trình F.Friends hay chưa.",multi_hop_specific_query_synthesizer
What are the contact numbers for customer support regarding product usage and invoice adjustments?,"['89139028-5a70-4a9c-9435-4a44d9bdfa82\n\nCâu hỏi: Cần hướng dẫn cách sử dụng về sản phẩm thì liên hệ hoặc xem ở đâu được?\nCâu trả lời: Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.', '4d1ceb39-bfc4-4436-83be-581c8028b861\n\nCâu hỏi: Cần hướng dẫn vấn đề điều chỉnh hoặc xuất lại hóa đơn do bị sai thông tin khách hàng?\nCâu trả lời: Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp điện thoại viên tư vấn hỗ trợ hoặc Quý khách tham khảo qua hướng dẫn Tại (https://hddt.fptshop.com.vn/bien-ban-huy) nếu liên quan đến hóa đơn công ty.']","For guidance on product usage, customers can refer to the user manual included with the product or call the hotline at 1800.6601, option 2, to speak with a customer service representative. For assistance with adjusting or reissuing invoices due to incorrect customer information, customers should contact the hotline at 1800.6616 to consult with a support representative, or they can refer to the instructions available at (https://hddt.fptshop.com.vn/bien-ban-huy) if it pertains to company invoices.",multi_hop_specific_query_synthesizer
Cần biết số tổng đài nào để hỏi về hóa đơn?,"['89139028-5a70-4a9c-9435-4a44d9bdfa82\n\nCâu hỏi: Cần hướng dẫn cách sử dụng về sản phẩm thì liên hệ hoặc xem ở đâu được?\nCâu trả lời: Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.', '4d1ceb39-bfc4-4436-83be-581c8028b861\n\nCâu hỏi: Cần hướng dẫn vấn đề điều chỉnh hoặc xuất lại hóa đơn do bị sai thông tin khách hàng?\nCâu trả lời: Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp điện thoại viên tư vấn hỗ trợ hoặc Quý khách tham khảo qua hướng dẫn Tại (https://hddt.fptshop.com.vn/bien-ban-huy) nếu liên quan đến hóa đơn công ty.']",Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp điện thoại viên tư vấn hỗ trợ hoặc Quý khách tham khảo qua hướng dẫn Tại (https://hddt.fptshop.com.vn/bien-ban-huy) nếu liên quan đến hóa đơn công ty.,multi_hop_specific_query_synthesizer
Làm sao để hưỡng dẫn sử dụng sản phẩm?,"['89139028-5a70-4a9c-9435-4a44d9bdfa82\n\nCâu hỏi: Cần hướng dẫn cách sử dụng về sản phẩm thì liên hệ hoặc xem ở đâu được?\nCâu trả lời: Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.', '4d1ceb39-bfc4-4436-83be-581c8028b861\n\nCâu hỏi: Cần hướng dẫn vấn đề điều chỉnh hoặc xuất lại hóa đơn do bị sai thông tin khách hàng?\nCâu trả lời: Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp điện thoại viên tư vấn hỗ trợ hoặc Quý khách tham khảo qua hướng dẫn Tại (https://hddt.fptshop.com.vn/bien-ban-huy) nếu liên quan đến hóa đơn công ty.']",Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.,multi_hop_specific_query_synthesizer
"As a Data Privacy Officer, what steps should customers take if they need guidance on using a product or if they encounter issues with warranty activation on their Apple devices, while ensuring their personal information is handled securely?","['89139028-5a70-4a9c-9435-4a44d9bdfa82\n\nCâu hỏi: Cần hướng dẫn cách sử dụng về sản phẩm thì liên hệ hoặc xem ở đâu được?\nCâu trả lời: Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.', '7a57b461-ccc9-4723-bda3-dc96262fa572\n\nCâu hỏi: Muốn cập nhật máy Apple có thời gian bảo hành không đúng hoặc chưa kích hoạt bảo hành trên hệ thống Website của Apple thì làm thế nào?\nCâu trả lời: Quý khách vui lòng chờ thêm và kiểm tra lại thông tin bảo hành sau 72h kể từ khi kích hoạt máy. Nếu sau thời gian này vẫn chưa cập nhật thời gian bảo hành thì Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp tổng đài viên hỗ trợ.']","Customers seeking guidance on product usage can refer to the user manual included with the product or contact the customer service hotline at 1800.6601, option 2, to speak with a representative for further assistance. For issues related to warranty activation on Apple devices, customers should wait and check their warranty information 72 hours after activation. If the warranty status is still not updated after this period, they should reach out to the hotline at 1800.6616 for support from a customer service agent.",multi_hop_specific_query_synthesizer
Làm sao để biết thông tin bảo hành của sản phẩm Apple?,"['89139028-5a70-4a9c-9435-4a44d9bdfa82\n\nCâu hỏi: Cần hướng dẫn cách sử dụng về sản phẩm thì liên hệ hoặc xem ở đâu được?\nCâu trả lời: Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.', '7a57b461-ccc9-4723-bda3-dc96262fa572\n\nCâu hỏi: Muốn cập nhật máy Apple có thời gian bảo hành không đúng hoặc chưa kích hoạt bảo hành trên hệ thống Website của Apple thì làm thế nào?\nCâu trả lời: Quý khách vui lòng chờ thêm và kiểm tra lại thông tin bảo hành sau 72h kể từ khi kích hoạt máy. Nếu sau thời gian này vẫn chưa cập nhật thời gian bảo hành thì Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp tổng đài viên hỗ trợ.']",Quý khách vui lòng chờ thêm và kiểm tra lại thông tin bảo hành sau 72h kể từ khi kích hoạt máy. Nếu sau thời gian này vẫn chưa cập nhật thời gian bảo hành thì Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp tổng đài viên hỗ trợ.,multi_hop_specific_query_synthesizer
Where can I find guidance on using a product?,"['89139028-5a70-4a9c-9435-4a44d9bdfa82\n\nCâu hỏi: Cần hướng dẫn cách sử dụng về sản phẩm thì liên hệ hoặc xem ở đâu được?\nCâu trả lời: Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.', '7a57b461-ccc9-4723-bda3-dc96262fa572\n\nCâu hỏi: Muốn cập nhật máy Apple có thời gian bảo hành không đúng hoặc chưa kích hoạt bảo hành trên hệ thống Website của Apple thì làm thế nào?\nCâu trả lời: Quý khách vui lòng chờ thêm và kiểm tra lại thông tin bảo hành sau 72h kể từ khi kích hoạt máy. Nếu sau thời gian này vẫn chưa cập nhật thời gian bảo hành thì Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp tổng đài viên hỗ trợ.']",Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.,multi_hop_specific_query_synthesizer
"As a Data Privacy Officer, I need to understand the proper channels for customers to seek assistance regarding product usage and payment processes. What are the recommended contact methods for customers to get guidance on product usage and to inquire about online payment for service fees?","['89139028-5a70-4a9c-9435-4a44d9bdfa82\n\nCâu hỏi: Cần hướng dẫn cách sử dụng về sản phẩm thì liên hệ hoặc xem ở đâu được?\nCâu trả lời: Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.', '11659105-2226-430c-bfce-abda19872e55\n\nCâu hỏi: Máy gửi đi sửa dịch vụ và đã nhận thông tin báo phí nhưng muốn thanh toán phí online thì thực hiện bằng cách nào?\nCâu trả lời: Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp điện thoại viên tư vấn hỗ trợ.']","Customers can refer to the user manual included with the product for guidance on usage. Additionally, they can call the hotline at 1800.6601, option 2, to speak with a representative for further assistance. For inquiries regarding online payment for service fees, customers should contact the hotline at 1800.6616 to receive support from a consultant.",multi_hop_specific_query_synthesizer
Tôi muốn biết nếu tôi cần hướng dẫn sử dụng sản phẩm thì tôi phải làm gì và nếu tôi muốn thanh toán phí sửa chữa online thì tôi phải liên hệ với ai?,"['89139028-5a70-4a9c-9435-4a44d9bdfa82\n\nCâu hỏi: Cần hướng dẫn cách sử dụng về sản phẩm thì liên hệ hoặc xem ở đâu được?\nCâu trả lời: Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.', '11659105-2226-430c-bfce-abda19872e55\n\nCâu hỏi: Máy gửi đi sửa dịch vụ và đã nhận thông tin báo phí nhưng muốn thanh toán phí online thì thực hiện bằng cách nào?\nCâu trả lời: Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp điện thoại viên tư vấn hỗ trợ.']","Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm. Nếu quý khách muốn thanh toán phí sửa chữa online, vui lòng liên hệ tổng đài 1800.6616 để gặp điện thoại viên tư vấn hỗ trợ.",multi_hop_specific_query_synthesizer
Tôi là một nhân viên bảo vệ dữ liệu và tôi muốn biết nếu khách hàng cần hướng dẫn sử dụng sản phẩm thì họ nên liên hệ ở đâu và nếu họ muốn thanh toán phí sửa chữa online thì họ phải làm gì?,"['89139028-5a70-4a9c-9435-4a44d9bdfa82\n\nCâu hỏi: Cần hướng dẫn cách sử dụng về sản phẩm thì liên hệ hoặc xem ở đâu được?\nCâu trả lời: Quý khách có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm.', '11659105-2226-430c-bfce-abda19872e55\n\nCâu hỏi: Máy gửi đi sửa dịch vụ và đã nhận thông tin báo phí nhưng muốn thanh toán phí online thì thực hiện bằng cách nào?\nCâu trả lời: Quý khách vui lòng liên hệ tổng đài 1800.6616 để gặp điện thoại viên tư vấn hỗ trợ.']","Nếu khách hàng cần hướng dẫn cách sử dụng sản phẩm, họ có thể tham khảo sách hướng dẫn sử dụng kèm theo sản phẩm hoặc gọi vào tổng đài 1800.6601 nhánh số 2 để gặp điện thoại viên hướng dẫn thêm. Còn nếu khách hàng đã nhận thông tin báo phí sửa chữa và muốn thanh toán phí online, họ vui lòng liên hệ tổng đài 1800.6616 để gặp điện thoại viên tư vấn hỗ trợ.",multi_hop_specific_query_synthesizer
