id,title,category,question,answer
49,Trả góp qua MoMo,Chính sách trả góp,Trả góp qua MoMo tại FPT Shop áp dụng cho sản phẩm nào và điều kiện ra sao?,"Chương trình trả góp MoMo áp dụng cho các sản phẩm chính thuộc ngành hàng Apple, gồm: iPhone, iPad, Apple Watch, MacBook, iMac, Màn hình Apple. Khách hàng có thể mua thêm các sản phẩm phụ đi kèm như phụ kiện hoặc dịch vụ (tối đa 5 sản phẩm phụ, tổng giá trị không quá 5 triệu đồng và không nhiều hơn giá trị sản phẩm chính).\nLưu ý: Chương trình không áp dụng cho các sản phẩm Apple đã qua sử dụng.\nĐiều kiện và quy định áp dụng:\n- Khách hàng được MoMo cấp hạn mức.\n- Đối với sản phẩm iPhone: Khui seal và kích hoạt máy tại cửa hàng sau khi xuất hóa đơn.
- Quy định về giá trị khoản vay: Từ 3 triệu đồng đến tối đa 100 triệu đồng.
- Chính sách hoàn hủy: Hợp đồng sau khi hoàn tất và kích hoạt khoản vay sẽ không được hoàn/hủy dưới bất kỳ hình thức nào. Chỉ chấp nhận trả hàng nếu khoản vay đã tất toán."
50,Trả góp qua Kredivo,Chính sách trả góp,FPT Shop có hỗ trợ trả góp qua Kredivo không?,Chính sách trả góp qua Kredivo hiện đang được cập nhật. Quý khách vui lòng theo dõi thông tin mới nhất từ FPT Shop.
51,Trả góp qua Home PayLater,Chính sách trả góp,FPT Shop có hỗ trợ trả góp qua Home PayLater không?,Chính sách trả góp qua Home PayLater hiện đang được cập nhật. Quý khách vui lòng theo dõi thông tin mới nhất từ FPT Shop.
52,Chính sách giao hàng,Chính sách giao hàng & lắp đặt,FPT Shop có chính sách giao hàng tại nhà như thế nào?,"FPT Shop hỗ trợ giao hàng tại nhà trên toàn quốc với phạm vi phủ sóng 63 tỉnh thành. Miễn phí giao hàng trong bán kính 20km với đơn hàng dưới 100.000 VNĐ thu phí 10.000 VNĐ. Với khoảng cách xa hơn, nhân viên sẽ tư vấn chi tiết về cách thức giao nhận thuận tiện nhất."
53,Thanh toán khi mua hàng trực tuyến,Chính sách giao hàng & lắp đặt,Hình thức thanh toán khi mua hàng trực tuyến tại FPT Shop?,"Đơn hàng có giá trị từ 50 triệu trở lên: Quý khách phải thanh toán trước 100% giá trị đơn hàng nếu muốn giao hàng tại nhà.
Đơn hàng có giá trị dưới 50 triệu: Quý khách có thể nhận hàng và thanh toán tại nhà khi đồng ý mua hàng."
54,Hỗ trợ lắp đặt sản phẩm,Chính sách giao hàng & lắp đặt,FPT Shop có hỗ trợ lắp đặt sản phẩm tại nhà không?,"FPT Shop hỗ trợ lắp đặt miễn phí cho các sản phẩm cần lắp đặt như TV, điều hòa sau khi giao hàng đến nơi."
55,Hướng dẫn mua hàng và thanh toán online,Hướng dẫn,Làm thế nào để mua hàng và thanh toán online tại FPT Shop?,"Bước 1: Tại giao diện trang chủ của FPT Shop (https://fptshop.com.vn/)
Quý khách gõ vào thanh tìm kiếm tên sản phẩm mà mình quan tâm. Ví dụ Quý khách đang muốn mua sản phẩm iPhone, sau khi gõ hệ thống sẽ truy xuất ra các sản phẩm liên quan tới từ khóa mà Quý khách muốn tìm.
Bước 2: Bây giờ Quý khách hãy click chọn sản phẩm mà mình muốn tham khảo. Ví dụ Quý khách chọn sản phẩm iPhone 15, sau khi click chọn sẽ hiển thị trang chi tiết sản phẩm. Quý khách có thể xem các thông số thuộc tính cũng như bài viết đánh giá về sản phẩm phía bên dưới trang web.
Bước 3: Sau khi đã chọn được sản phẩm phù hợp, Quý khách vui lòng click vào nút 'MUA NGAY'. Sau đó Quý khách có thể thấy được giỏ hàng của mình đang gồm những sản phẩm đã chọn mua.
Bước 4: Quý khách kiểm tra thông tin sản phẩm đã chọn, sau đó điền thông tin đặt hàng.
Quý khách lựa chọn hình thức giao hàng mong muốn: Giao hàng tận nơi/Nhận tại cửa hàng và điền form thông tin khách hàng bao gồm: 'Anh/Chị', 'Họ và tên', 'Số điện thoại', 'Email'. Trường 'Email' Quý khách có thể bỏ qua nếu không muốn.
    - Đối với phương án giao hàng tận nơi: Quý khách điền thông tin địa chỉ nhận hàng và thời gian giao hàng.
    - Đối với phương án nhận tại cửa hàng: Quý khách chọn tỉnh, huyện mong muốn và chọn cửa hàng phù hợp trong danh sách kết quả.
Bước 5: Thanh Toán.
Quý khách có thể lựa chọn hình thức thanh toán bằng tiền mặt khi nhận hàng, trả góp qua nhà tài chính hoặc qua thẻ ATM và thẻ tín dụng hoặc theo chương trình bạn đồng hành F.Friends.
Nếu Quý khách chọn hình thức thanh toán tiền mặt khi nhận hàng, vui lòng bấm nút 'Đặt hàng' để hoàn tất.
Vậy là Quý khách đã hoàn tất việc đặt hàng và thanh toán, tư vấn viên của FPT Shop sẽ gọi điện để xác nhận đơn hàng trong thời gian sớm nhất, đồng thời giải đáp các thắc mắc liên quan nếu khách hàng có nhu cầu."
56,Chính sách đổi trả,Chính sách khui hộp sản phẩm,FPT Shop hỗ trợ đổi trả sản phẩm như thế nào?,"Khách hàng có thể đổi sản phẩm nếu phát hiện lỗi ngoại quan trước khi kích hoạt bảo hành điện tử hoặc ngay khi nhận hàng. Nếu sản phẩm có lỗi kỹ thuật của nhà sản xuất, khách hàng được đổi sản phẩm mới tại FPT Shop."
57,Chính sách máy đổi trả,Giới thiệu máy đổi trả,Chế độ bảo hành cho máy đổi trả tại FPT Shop như thế nào?,"Máy đổi trả tại FPT Shop được bảo hành 1 đổi 1 trong 30 ngày nếu có lỗi nhà sản xuất, và bảo hành theo chính sách của hãng nếu còn bảo hành mặc định. Hết bảo hành mặc định, FPT Shop bảo hành từ 1 đến 12 tháng tùy loại sản phẩm."
58, Quy định hỗ trợ kỹ thuật và sao lưu dữ liệu,Hỗ trợ kỹ thuật và sao lưu dữ liệu,FPT Shop có quy định hỗ trợ kỹ thuật và sao lưu dữ liệu như thế nào?,"Đối tượng áp dụng: Khách hàng có nhu cầu hỗ trợ phần mềm bảo hành sửa chữa sản phẩm tại FPT Shop.
Nhằm đảm bảo đầy đủ quyền lợi của khách hàng khi cài đặt, bảo hành sửa chữa sản phẩm, FPT Shop xin thông báo Quy định như sau:
    - Để bảo vệ dữ liệu cá nhân, Quý khách vui lòng sao lưu và XOÁ các dữ liệu cá nhân trước khi bàn giao sản phẩm cho nhân viên FPT Shop.
    - FPT Shop không chịu trách nhiệm về việc mất dữ liệu của Quý khách trong quá trình cài đặt, bảo hành sửa chữa.
    - Để đảm bảo Quyền lợi, Quý khách vui lòng ký xác nhận để thông tin bàn giao thiết bị của Quý khách được ghi nhận trên hệ thống FPT Shop.
    - FPT Shop không hỗ trợ cài đặt phần mềm không có bản quyền trên máy tính của Quý khách.
    - Quý khách vui lòng kiểm tra tài khoản iCloud/ Google và các tài khoản xã hội khác trên máy trước khi rời cửa hàng.
    - Tài khoản cài đặt trên máy phải là tài khoản cá nhân của Quý khách (chủ sở hữu máy).
    - Nếu chưa có tài khoản iCloud, Quý khách liên hệ NV Kỹ thuật để được hỗ trợ tạo Tài khoản iCloud (Apple ID)/ Google và các tài khoản khác miễn phí tại cửa hàng. Đồng thời yêu cầu nhân viên cung cấp thông tin, mật khẩu tài khoản vừa được tạo trước khi rời cửa hàng."
59,Chính sách bảo hành,Chính sách bảo hành,Chính sách bảo hành chung của sản phẩm tại FPT Shop như thế nào?,Tất cả sản phẩm tại FPT Shop đều là chính hãng và được bảo hành theo đúng chính sách của nhà sản xuất. FPT Shop cũng hỗ trợ gửi bảo hành miễn phí giúp khách hàng đối với cả sản phẩm mua tại Shop và các chuỗi bán lẻ khác.
60,Chính sách bảo hành,Chính sách bảo hành,Mua hàng tại FPT Shop có những đặc quyền bảo hành gì?,"Khi mua hàng tại FPT Shop, Quý khách được hưởng các đặc quyền:\n- Bảo hành đổi sản phẩm mới ngay tại shop trong 30 ngày nếu có lỗi NSX (áp dụng với sản phẩm thuộc diện đổi mới được công bố trên website Chính sách đổi trả).\n- Gửi bảo hành chính hãng không mất phí vận chuyển (trừ sản phẩm bảo hành tại nhà hoặc cồng kềnh).\n- Theo dõi tiến độ bảo hành nhanh chóng qua hotline hoặc tự tra cứu Tại đây: https://fptshop.com.vn/kiem-tra-bao-hanh?tab=thong-tin-bao-hanh.\n- Hỗ trợ làm việc với hãng để xử lý phát sinh trong quá trình bảo hành."
61,Chính sách bảo hành,Chính sách bảo hành,Những trường hợp nào sản phẩm không được bảo hành tại FPT Shop?,"Sản phẩm có thể không đủ điều kiện bảo hành hãng trong các trường hợp:\n- Hết hạn bảo hành (Tra cứu tại: https://fptshop.com.vn/kiem-tra-bao-hanh?tab=thoi-gian-bao-hanh).\n- Đã bị thay đổi, sửa chữa ngoài Trung Tâm Bảo Hành Ủy Quyền của Hãng.\n- Lắp đặt, bảo trì, sử dụng không đúng hướng dẫn Nhà sản xuất.\n- Lỗi do ngấm nước, chất lỏng, bụi bẩn (kể cả thiết bị IP68).\n- Bị biến dạng, nứt vỡ, cấn móp, trầy xước nặng do tác động nhiệt hoặc bên ngoài.\n- Có vết mốc, rỉ sét, bị ăn mòn, oxy hóa.\n- Bị hư hại do thiên tai, hỏa hoạn, lụt lội, sét đánh, côn trùng, động vật.\n- Bị khóa tài khoản cá nhân (Tài khoản khóa máy/màn hình, Xiaomi Cloud, Samsung Cloud, iCloud, Gmail...).\n- Sử dụng phần mềm, ứng dụng không chính hãng, không bản quyền.\n- Màn hình có bốn (04) điểm chết trở xuống."
62,Chính sách bảo hành,Chính sách bảo hành,Làm thế nào để tra cứu thời hạn bảo hành sản phẩm mua tại FPT Shop?,Quý khách có thể tra cứu thời hạn bảo hành sản phẩm của mình [Tại đây](https://fptshop.com.vn/kiem-tra-bao-hanh?tab=thoi-gian-bao-hanh).
63,Chính sách bảo hành,Chính sách bảo hành,Làm thế nào để tra cứu tình trạng sản phẩm gửi bảo hành tại FPT Shop?,Quý khách có thể tra cứu tình trạng máy gửi bảo hành bất cứ lúc nào Tại đây: https://fptshop.com.vn/kiem-tra-bao-hanh?tab=thong-tin-bao-hanh.
64,Chính sách bảo hành,Chính sách bảo hành,Cần lưu ý gì về dữ liệu cá nhân và mật khẩu khi gửi sản phẩm bảo hành tại FPT Shop?,"Trong quá trình thực hiện dịch vụ bảo hành, các nội dung lưu trữ trên sản phẩm của Quý khách sẽ bị xóa và định dạng lại. Quý khách vui lòng tự sao lưu toàn bộ dữ liệu và gỡ bỏ tất cả thông tin cá nhân muốn bảo mật. FPT Shop không chịu trách nhiệm về mất mát dữ liệu. Vui lòng tắt tất cả mật khẩu bảo vệ, FPT Shop sẽ từ chối tiếp nhận bảo hành nếu thiết bị bị khóa."
65,Chính sách bảo hành,Chính sách bảo hành,Chính sách bảo hành có khác nhau giữa các dòng sản phẩm không?,"Có, với mỗi dòng sản phẩm khác nhau sẽ có chính sách bảo hành khác nhau tùy theo chính sách của Hãng/Nhà cung cấp. Để tìm hiểu thông tin chi tiết về chính sách bảo hành cho sản phẩm cụ thể, xin liên hệ bộ phận Chăm sóc Khách hàng của FPT Shop 1800 6616."
66,Chính sách bảo hành,Chính sách bảo hành,Chính sách bảo hành của FPT ?,"Tất cả sản phẩm tại FPT Shop kinh doanh đều là sản phẩm chính hãng và được bảo hành theo đúng chính sách của nhà sản xuất(*). Ngoài ra FPT Shop cũng hỗ trợ gửi bảo hành miễn phí giúp khách hàng đối với cả sản phẩm do FPT Shop bán ra và sản phẩm Quý khách mua tại các chuỗi bán lẻ khác.
Mua hàng tại FPT Shop, Quý khách sẽ được hưởng những đặc quyền sau:
    - Bảo hành đổi sản phẩm mới ngay tại shop trong 30 ngày nếu có lỗi NSX.(**)
    - Gửi bảo hành chính hãng không mất phí vận chuyển.(***)
    - Theo dõi tiến độ bảo hành nhanh chóng qua kênh hotline hoặc tự tra cứu Tại đây.
    - Hỗ trợ làm việc với hãng để xử lý phát sinh trong quá trình bảo hành.
Bên cạnh đó Quý khách có thể tham khảo một số các trường hợp thường gặp nằm ngoài chính sách bảo hành sau để xác định sơ bộ máy có đủ điều kiện bảo hành hãng:
    - Sản phẩm hết hạn bảo hành (Vui lòng tra cứu thời hạn bảo hành sản phẩm tại (https://fptshop.com.vn/kiem-tra-bao-hanh?tab=thong-tin-bao-hanh)
    - Sản phẩm đã bị thay đổi, sửa chữa không thuộc các Trung Tâm Bảo Hành Ủy Quyền của Hãng.
    - Sản phẩm lắp đặt, bảo trì, sử dụng không đúng theo hướng dẫn của Nhà sản xuất gây ra hư hỏng.
    - Sản phẩm lỗi do ngấm nước, chất lỏng và bụi bẩn. Quy định này áp dụng cho cả những thiết bị đạt chứng nhận kháng nước/kháng bụi cao nhất là IP68.
    - Sản phẩm bị biến dạng, nứt vỡ, cấn móp, trầy xước nặng do tác động nhiệt, tác động bên ngoài.
    - Sản phẩm có vết mốc, rỉ sét hoặc bị ăn mòn, oxy hóa bởi hóa chất.
    - Sản phẩm bị hư hại do thiên tai, hỏa hoạn, lụt lội, sét đánh, côn trùng, động vật vào.
    - Sản phẩm trong tình trạng bị khóa tài khoản cá nhân như: Tài khoản khóa máy/màn hình, khóa tài khoản trực tuyến Xiaomi Cloud, Samsung Cloud, iCloud, Gmail...
    - Khách hàng sử dụng phần mềm, ứng dụng không chính hãng, không bản quyền.
    - Màn hình có bốn (04) điểm chết trở xuống.
Lưu ý:
    - Chương trình bảo hành bắt đầu có hiệu lực từ thời điểm FPT Shop xuất hóa đơn cho Quý khách.
    - Với mỗi dòng sản phẩm khác nhau sẽ có chính sách bảo hành khác nhau tùy theo chính sách của Hãng/Nhà cung cấp.
    - Để tìm hiểu thông tin chi tiết về chính sách bảo hành cho sản phẩm cụ thể, xin liên hệ bộ phận Chăm sóc Khách hàng của FPT Shop 1800 6616.
    - Tra cứu tình trạng máy gửi bảo hành bất cứ lúc nào Tại đây.
    - Trong quá trình thực hiện dịch vụ bảo hành, các nội dung lưu trữ trên sản phẩm của Quý khách sẽ bị xóa và định dạng lại. Do đó, Quý khách vui lòng tự sao lưu toàn bộ dữ liệu trong sản phẩm, đồng thời gỡ bỏ tất cả các thông tin cá nhân mà Quý khách muốn bảo mật. FPT Shop không chịu trách nhiệm đối với bất kỳ mất mát nào liên quan tới các chương trình phần mềm, dữ liệu hoặc thông tin nào khác lưu trữ trên sản phẩm bảo hành.
    - Vui lòng tắt tất cả các mật khẩu bảo vệ, FPT Shop sẽ từ chối tiếp nhận bảo hành nếu thiết bị của bạn bị khóa bởi bất cứ phương pháp nào.
(*) Áp dụng với các sản phẩm bán mới hoặc còn hạn bảo hành mặc định nếu đã qua sử dụng.
(**) Áp dụng với các sản phẩm thuộc diện đổi mới trong 30 ngày nếu có lỗi NSX được công bố trên website Chính sách đổi trả.
(***) Trừ các sản phẩm có chính sách bảo hành tại nhà, sản phẩm thuộc diện cồng kềnh."
67,Nguồn gốc máy đổi trả,Chính sách Giới thiệu máy đổi trả,Máy cũ (máy đổi trả) được bán tại FPT Shop có nguồn gốc từ đâu?,"Máy cũ kinh doanh tại FPT Shop là các sản phẩm có nguồn gốc tin cậy, còn đủ điều kiện bảo hành và được FPT Shop kiểm tra kỹ lưỡng. Chúng bao gồm: máy trưng bày (demo) tại cửa hàng và máy đã qua sử dụng được thu lại từ khách hàng theo chính sách đổi trả/bảo hành (đã được bảo hành chính hãng và FPT Shop kiểm tra chất lượng)."
68,,Chính sách Giới thiệu máy đổi trả,"Nếu tôi mua máy cũ ở FPT Shop mà bị lỗi do nhà sản xuất, tôi có được đổi máy khác không?","Có, FPT Shop có chính sách 1 đổi 1 máy tương đương trong vòng 30 ngày nếu máy có lỗi nhà sản xuất (theo kết quả kết luận của hãng). Nếu không có máy tương đương, bạn có thể đổi sang sản phẩm khác cao tiền hơn hoặc FPT Shop sẽ thu hồi lại máy."
69,thời gian bảo hành cho máy cũ,Chính sách Giới thiệu máy đổi trả,Thời gian bảo hành cho máy cũ mua tại FPT Shop là bao lâu?," Nếu máy còn bảo hành mặc định của hãng, FPT Shop sẽ áp dụng theo chính sách của hãng. Trường hợp máy đã hết bảo hành mặc định, máy sẽ được bảo hành từ 1 đến 12 tháng theo chính sách của FPT Shop, tùy từng loại sản phẩm."
70,thời hạn bảo hành cụ thể của máy cũ,Chính sách Giới thiệu máy đổi trả,Làm thế nào để biết được thời hạn bảo hành cụ thể của máy cũ mình đã mua tại FPT Shop?,Hạn bảo hành của sản phẩm máy cũ được thể hiện trên hóa đơn bán hàng và trên website chính thức của FPT Shop tại địa chỉ (fptshop.com.vn).
71,địa điểm bảo hành máy cũ,Chính sách Giới thiệu máy đổi trả,Tôi có thể mang máy cũ đã mua ở FPT Shop đến đâu để được bảo hành?,Khách hàng có thể mang máy đến bảo hành tại tất cả các cửa hàng FPT Shop trên toàn quốc.
72,đặt giữ máy cũ,Chính sách Giới thiệu máy đổi trả,FPT Shop có cho phép đặt giữ máy cũ nếu tôi tìm thấy sản phẩm ưng ý trên website không?,"Có, nếu khách hàng tìm thấy sản phẩm máy cũ vừa ý trên website, có thể đặt giữ hàng trong vòng 24 tiếng."
73,chất lượng máy cũ ,Chính sách Giới thiệu máy đổi trả,Máy đã qua sử dụng được bán tại FPT Shop có được đảm bảo về chất lượng không?,"Có, máy đã qua sử dụng là máy được thu lại từ khách hàng theo chính sách đổi trả/bảo hành, đã được bảo hành chính hãng và được FPT Shop kiểm tra chất lượng kỹ lưỡng trước khi bán ra."
74,điều kiện áp dụng 1 đổi 1 cho máy cũ,Chính sách Giới thiệu máy đổi trả,Điều kiện cụ thể để FPT Shop áp dụng chính sách 1 đổi 1 cho máy cũ trong 30 ngày là gì?,Điều kiện để được 1 đổi 1 là máy phải có lỗi từ nhà sản xuất và lỗi này phải được xác nhận bởi kết luận của hãng sản xuất.
75,Điều kiện đổi trả sản phẩm,Chính sách đổi trả,Khách hàng cần đáp ứng những điều kiện gì để sản phẩm của mình được FPT Shop chấp nhận đổi trả?,"Để đủ điều kiện đổi trả, sản phẩm của khách hàng phải chưa sử dụng và còn giữ nguyên 100% hình dạng ban đầu, hoặc nếu đã sử dụng thì phải đảm bảo: màn hình không trầy xước; đủ điều kiện bảo hành theo chính sách của hãng, không có các tình trạng bất thường về chức năng và ngoại quan (ví dụ: mất/chập chờn nguồn, treo đơ, cấn móp, sứt mẻ, nứt, vỡ, đọng nước/hơi ẩm, có mùi khét,…); và máy đã được đăng xuất khỏi tất cả các tài khoản như iCloud, Google Account, Mi Account."
76,Các loại phí khi đổi trả,Chính sách đổi trả,"Khi đổi trả sản phẩm tại FPT Shop, khách hàng có thể phải chịu những khoản phí nào?","Các phí có thể phát sinh khi đổi trả bao gồm: phí khấu hao, phí vỏ hộp (nếu mất), phí phụ kiện (nếu thiếu), phí trầy xước, phí hóa đơn công ty nếu không có biên bản thu hồi (áp dụng khi trả hàng trong 30 ngày), và số tiền tương đương giá trị quà tặng khuyến mãi đi kèm nếu bạn không hoàn trả chúng. FPT Shop sẽ kiểm tra tình trạng máy và thông báo cụ thể về mức phí phải thu tại cửa hàng."
77,Đổi trả sản phẩm mới lỗi NSX (0-30 ngày),Chính sách đổi trả,"Nếu điện thoại/máy tính mới mua của khách hàng bị lỗi do nhà sản xuất trong vòng 30 ngày đầu, FPT Shop có chính sách gì?","Trong 0 – 30 ngày đầu, nếu sản phẩm mới bị lỗi do nhà sản xuất, FPT Shop áp dụng chính sách 1 đổi 1 sản phẩm chính (cùng model, màu sắc, dung lượng). Nếu sản phẩm đó hết hàng, khách hàng có thể đổi sang sản phẩm tương đương hoặc cao hơn về giá trị. Nếu khách hàng muốn trả sản phẩm, phí khấu hao khi trả hàng là 30% trong tháng đầu tiên."
78,Bảo hành/Đổi trả sản phẩm mới lỗi NSX (31-365 ngày),Chính sách đổi trả,"Sản phẩm mới của khách hàng bị lỗi do nhà sản xuất sau 30 ngày nhưng vẫn trong 1 năm bảo hành, FPT Shop sẽ giải quyết thế nào?","Từ ngày thứ 31 đến ngày thứ 365, nếu sản phẩm mới bị lỗi do nhà sản xuất, FPT Shop sẽ gửi máy đi bảo hành theo quy định của hãng. Nếu bạn muốn đổi hoặc trả sản phẩm trong trường hợp này, FPT Shop sẽ kiểm tra tình trạng máy và thông báo giá trị thu lại, với phí khấu hao là 30% trong tháng đầu tiên, mỗi tháng tiếp theo tính thêm 5%."
79,Đổi trả sản phẩm mới theo nhu cầu,Chính sách đổi trả,Khách hàng có được đổi trả sản phẩm mới tại FPT Shop nếu không phải do lỗi mà chỉ vì đổi ý không muốn dùng nữa không?,"Có, trong vòng 365 ngày kể từ ngày mua, khách hàng có thể đổi sang sản phẩm khác hoặc trả sản phẩm theo nhu cầu cá nhân. FPT Shop sẽ kiểm tra tình trạng máy và thông báo giá trị thu lại theo quy định, áp dụng phí khấu hao là 30% trong tháng đầu tiên, và mỗi tháng tiếp theo tính thêm 5%."
80,Phí trầy xước khi đổi trả,Chính sách đổi trả,Nếu sản phẩm của tôi bị trầy xước thì khi đổi trả có bị tính phí không và mức phí là bao nhiêu?,"Có, FPT Shop có quy định về phí trầy xước. Cụ thể:\nTrầy xước mức độ 1 (xước nhẹ, nhỏ <=0,5cm, ít <=2 điểm tại vị trí khuất): 0% phí.\nTrầy xước mức độ 2 (xước >0,5cm hoặc >=3 điểm tại vị trí khuất hoặc có xước tại vị trí dễ nhìn thấy): 10% phí (ngoại trừ phụ kiện, dịch vụ, Điện máy, sản phẩm thiết bị dịch vụ).\nTrầy xước mức độ 3 (xước màn hình): Không áp dụng đổi trả."
81,"Phí mất vỏ hộp, phụ kiện khi đổi trả",Chính sách đổi trả,"Nếu tôi làm mất vỏ hộp hoặc thiếu phụ kiện đi kèm của sản phẩm mới, khi đổi trả tôi có bị trừ phí không?","Có, nếu bạn làm mất vỏ hộp, phí sẽ là 2% giá trị sản phẩm. Nếu thiếu phụ kiện, phí là 5% giá trị sản phẩm cho mỗi món phụ kiện bị thiếu."
82,Đổi trả sản phẩm cũ lỗi NSX (0-30 ngày),Chính sách đổi trả,Chính sách đổi trả cho sản phẩm cũ (đã qua sử dụng) mua tại FPT Shop nếu bị lỗi do nhà sản xuất trong 30 ngày đầu là gì?,"Đối với sản phẩm cũ bị lỗi do nhà sản xuất, trong 0 – 30 ngày đầu, FPT Shop áp dụng chính sách 1 đổi 1 sản phẩm chính (cùng model, dung lượng, thời gian bảo hành). Nếu không có sản phẩm tương đương để đổi, FPT Shop sẽ hoàn tiền 100% giá trị sản phẩm cho khách hàng."
83,Đổi trả sản phẩm cũ theo nhu cầu,Chính sách đổi trả,Tôi có thể đổi hoặc trả sản phẩm cũ (đã qua sử dụng) đã mua tại FPT Shop nếu tôi không thích hoặc không còn nhu cầu sử dụng không?,"Không, FPT Shop không áp dụng chính sách đổi trả hàng cho sản phẩm cũ theo nhu cầu của khách hàng."
84,Hỗ trợ sản phẩm lỗi do người dùng,Chính sách đổi trả,"Nếu sản phẩm (cả mới và cũ) của tôi bị hỏng do lỗi của tôi (ví dụ làm rơi, vào nước), FPT Shop có hỗ trợ sửa chữa không?","Có, trong trường hợp sản phẩm bị lỗi do người dùng, FPT Shop hỗ trợ gửi máy đi sửa chữa và khách hàng sẽ tự trả phí sửa chữa. Chính sách này áp dụng cho cả sản phẩm mới và sản phẩm cũ."
85,Đổi trả sản phẩm mua trả góp,Chính sách đổi trả,"Tôi mua sản phẩm trả góp qua công ty tài chính, vậy trước khi muốn đổi trả sản phẩm tại FPT Shop, tôi cần làm gì?","Đối với sản phẩm mua trả góp qua Nhà trả góp, khách hàng bắt buộc phải thực hiện Hủy hợp đồng hoặc Tất toán hợp đồng trả góp với công ty tài chính đó trước khi tiến hành đổi trả sản phẩm tại FPT Shop."
86,"Đổi trả phụ kiện mua kèm (ốp lưng, bao da)",Chính sách đổi trả,"Tôi mua ốp lưng/bao da kèm theo điện thoại/máy tính bảng. Nếu máy chính bị lỗi và được trả lại, tôi có được trả lại ốp lưng/bao da không?","Có, FPT Shop hỗ trợ nhập trả lại phụ kiện ốp lưng, bao da mua kèm máy (Điện thoại di động/ Máy tính bảng) trong trường hợp khách hàng trả lại máy chính do lỗi của nhà sản xuất."
87,Đổi trả phụ kiện đi kèm sản phẩm chính,Chính sách đổi trả,"Các phụ kiện đi kèm trong hộp sản phẩm chính (như sạc, cáp, tai nghe) có được áp dụng chính sách đổi trả không?","Không, các phụ kiện đi kèm máy hoặc sản phẩm chính không được áp dụng chính sách đổi trả. Chúng chỉ được áp dụng chính sách bảo hành của hãng (nếu có)."
88,Phí hóa đơn công ty khi trả hàng,Chính sách đổi trả,"Nếu tôi trả lại sản phẩm đã xuất hóa đơn công ty trong vòng 30 ngày nhưng không có biên bản thu hồi hóa đơn, tôi có phải chịu phí không?","Có, nếu trả hàng trong vòng 30 ngày, sản phẩm đã được xuất hóa đơn công ty và khách hàng không cung cấp được biên bản thu hồi hóa đơn, khách hàng sẽ phải chịu một khoản phí là 10% giá trị sản phẩm."
89,Hoàn trả quà tặng khuyến mãi,Chính sách đổi trả,"Khi đổi trả sản phẩm, nếu tôi không hoàn trả lại các quà tặng khuyến mãi đã nhận kèm theo thì sao?","Nếu khách hàng không hoàn trả quà tặng khuyến mãi đi kèm khi đổi trả sản phẩm, khách hàng sẽ phải thanh toán một số tiền tương đương với giá trị của các quà tặng đó."
